Cohort	AnimalID	Genotype	Geno	Sex	Diet	0	15	30	60	90	120	Dose	Weight	Weeks
3	4C6	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	HFD							2		54
3	6C3	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	HFD							2		54
3	8B1	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	HFD							2		54
3	8B6	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	HFD							2		54
3	6C2	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	HFD							2		54
4	1D3	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	HFD	8.1	28.2	29.1	30.1	19.9	12.3	2		54
4	1D7	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	HFD	9.4	19.8	17.4	12.2	11	10.2	2		54
4	2D3	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	HFD	9.1	26.9	28.2	14.4	12.2	11.9	2		54
4	3D2	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	HFD	10.2	19.2	21.6	16.1	11.6	11.7	2		54
4	4D8	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	HFD	9.4	18.7	20.4	12.9	13.3	11.4	2		54
4	5D3	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	HFD	7.5	20.6	22.4	13.7	10.1	9.6	2		54
4	8C1	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	HFD							2		54
4	8C5	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	HFD	7.9	16.9	19.9	13.5	11.7	8.4	2		54
2	4B5	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	11.7	21.6	25.3	28.7	20.8	12.9	2		9
2	5B6	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	6.6	18.7	15.8	11.3	8.3	6.9	2	29.2	9
3	4C8	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	10.8	33.3	33.3	30.6	26.7	17.2	2	34.2	9
3	8B7	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	5.7	19.2	18.4	10.3	7.4	6.4	2	36.4	9
3	8B11	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	9.4	26.5	26.9	21.6	15.8	12.2	2	27	9
4	1D9	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	10.2	26.5	24.5	20.1	16.2	11.7	2	32.5	9
4	1D11	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	11.8	29.8	33.3	30.3	29.6	13.6	2	36.2	9
4	2D9	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	8.8	19.9	23	20.3	19.4	14.5	2	34.1	9
4	3D10	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	10						2	38.8	9
4	5D8	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	12.6	23.3	23.7	21.6	18.6	15	2	38	9
4	8C9	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	12.7	20.2	22.2	23.3	22.2	21.8	2	37.6	9
12	21B9(3)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD							2		9
12	20(a)B8(4)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD							2		9
1	2A7	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	7.4	26.8	21.7	19.9	13.2	10.7	2	26.2	9
1	6A7	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	8.6	23.6	32.9	13.9	8.9	8.2	2	29.3	9
2	2B11	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	11.1	30.5	33.3	27.8	23.9	18.3	2	28.6	9
2	3B7	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	9	23.3	19	15.1	11.7	11.2	2	28.1	9
2	5B5	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	9.9	19.3	23.3	19.8	14.4	11.6	2	32.5	9
2	4B6	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	9.4	21.3	25.1	22.4	17.6	12.3	2	31.8	9
3	1C9	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	8.5	27.9	24.4	20.4	19	11.9	2	33.3	9
3	4C7	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	9.6	26.7	33	26.5	19.4	15.3	2	32.3	9
3	5C8	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	7.8	20.2	25.4	16.2	13.5	10.6	2	33.3	9
3	6C6	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	7.8	28.8	33.2	33.3	27.9	22.3	2	30.8	9
3	8B8	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	5.9	20.1	18.2	11.3	9.1	7.3	2	28.4	9
4	2D10	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	10.4	23.8	30.5	27.6	23.2	16.3	2	40	9
4	3D4	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	10.2	23.9	24.9	24.1	18	14.7	2	39.8	9
4	4D11	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	11.8	24.6	26.3	25.1	22.2	15.5	2	39.9	9
4	5D10	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	11.4	27.5	29.6	26	21.3	19.8	2	37	9
12	21B3(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD							2		9
12	21B4(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD							2		9
12	21B5(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD							2		9
12	20(a)B6(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD							2		9
12	20(a)B9(5)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD							2		9
2	4B5	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	13.4	33.3	33.3	32.8	25.1	22	2	51.8	21
2	5B6	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	15.7	33.3	33.3	33.3	33.1	28.1	2	49.7	21
3	4C8	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD							2		21
3	8B7	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD							2		21
3	8B11	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD							2		21
4	1D9	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD							2		21
4	1D11	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD							2		21
4	2D9	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD							2		21
4	3D10	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD							2		21
4	5D8	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD							2		21
4	8C9	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD							2		21
12	21B9(3)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD							2		21
12	20(a)B8(4)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD							2		21
1	2A7	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	9.8	30.1	33.3	33.3	28.2	24.1	2	51.6	21
1	6A7	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	10	31.8	33.3	33.3	31.1	25.9	2	53.3	21
2	2B11	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	18.2	32.2	33.3	33.3	33.3	33.3	2	55.4	21
2	3B7	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	12	33.3	33.3	33.3	30.8	25.7	2	48.8	21
2	5B5	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	13.2	31.2	31.4	30.7	28.7	25.2	2	51	21
2	4B6	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	6.7	33.3	33.3	25.7	21.4	19.2	2	49.5	21
3	1C9	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD							2		21
3	4C7	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD							2		21
3	5C8	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD							2		21
3	6C6	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD							2		21
3	8B8	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD							2		21
4	2D10	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD							2		21
4	3D4	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD							2		21
4	4D11	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD							2		21
4	5D10	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD							2		21
12	21B3(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD							2		21
12	21B4(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD							2		21
12	21B5(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD							2		21
12	20(a)B6(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD							2		21
12	20(a)B9(5)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD							2		21
2	4B5	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	10.4	23.9	22.2	16.7	13.5	12.3	1	52.7	25
2	5B6	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	15.6	30.1	31.6	29.4	26.9	23.6	1	52.1	25
3	4C8	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	14.1	25.3	22.8	19.3	15.2	10.2	1		25
3	8B7	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	11	20.5	31.4	23.2	19.8	12.9	1		25
3	8B11	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD							1		25
4	1D9	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	13.8	24.8	18.6	13.6	11.1	10.8	1	45	25
4	1D11	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	14.4	27.8	27.5	21.3	20.6	19.1	1	49.7	25
4	2D9	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	11.9	22.5	22.2	18.2	14.7	11.9	1	53.2	25
4	3D10	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD							1		25
4	5D8	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	11.7	19.5	15.5	12.6	11.9	10.4	1	54.6	25
4	8C9	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	9.9	21.4	20.4	14.4	9.5	9.4	1	49.4	25
12	21B9(3)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD							1		25
12	20(a)B8(4)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD							1		25
1	2A7	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	13.1	26.7	26.1	24.3	21.6	18.5	1	50.4	25
1	6A7	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	12.7	28.4	29.3	22.8	22.9	13.3	1	56.7	25
2	2B11	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	15.6	31.4	31.8	28.9	29.5	21.7	1	53.48	25
2	3B7	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	10.8	25.4	20.4	19.3	16	12.1	1	51.4	25
2	5B5	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	11.5	28.2	28.5	28.4	23.4	21.7	1	53.1	25
2	4B6	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	8.4	19.2	18.8	13.8	14.6	12.4	1	53.7	25
3	1C9	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	11.9	21.1	19.9	14.4	13.2	12.1	1		25
3	4C7	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	16.3	24.7	19.7	17.4	12.6	11.8	1		25
3	5C8	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	9	22.3	16.9	11.6	10.6	10.2	1		25
3	6C6	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	15.3	27.6	28.6	27.3	22.7	18.7	1		25
3	8B8	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	11.3	24.2	26.3	25	17.5	15.9	1		25
4	2D10	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	13.9	24.6	29.1	22.7	16.9	14.5	1	52.6	25
4	3D4	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	14.1	20	23.4	19.9	18.3	14.4	1	51.1	25
4	4D11	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	12.4	21.8	22.9	19.5	16.6	13.7	1	57.3	25
4	5D10	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	16.1	26.3	31.5	23.7	19.4	14.9	1	57.2	25
12	21B3(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD							1		25
12	21B4(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD							1		25
12	21B5(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD							1		25
12	20(a)B6(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD							1		25
12	20(a)B9(5)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD							1		25
2	4B5	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	5.8	20.9	17.4	9.4	10	9.9	1	59.3	39
2	5B6	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	11.8	22.4	21.8	14.4	14.9	14.6	1	67.2	39
3	4C8	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	12.4	24.8	22.9	16.9	12.6	9.5	1	64	39
3	8B7	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	8.6	17.9	15.5	14	10.8	10.9	1	66.3	39
3	8B11	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	15.6	29.1	26.6	29.3	20.1	19.1	1	63	39
4	1D9	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	12.8	23.4	23.7	15.7	13.2	9.8	1	52.6	39
4	1D11	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	10.4	22.7	26.9	23.3	21.9	21.7	1	55.6	39
4	2D9	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	10.3	22.6	20.6	16.2	13.4	11.7	1	57.9	39
4	3D10	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD							1		39
4	5D8	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	9.2	32.1	22	14.4	13.4	10.8	1	74.5	39
4	8C9	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	11.3	23.7	20	14.8	12.3	10.4	1	59.3	39
12	21B9(3)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	9	24.6	20.5	12.5	11.5	10.1	1	71.3	39
12	20(a)B8(4)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	10.3	26.9	22.8	16.1	13.9	13.8	1	58.8	39
1	2A7	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	13.1	29.2	31.3	26.1	22.4	19.6	1	58	39
1	6A7	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD							1		39
2	2B11	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	13.6	24.3	24.9	19.4	16.2	15.6	1	60	39
2	3B7	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	7.3	14.7	12.2	10	8.3	8.1	1	59	39
2	5B5	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	7.3	14.7	12.8	7.6	8.1	7.8	1	65.2	39
2	4B6	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	6.5	26.6	10.6	10.6	9.4	8.8	1	56.3	39
3	1C9	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	8.7	18.6	18.4	11.9	12.2	14	1	58.5	39
3	4C7	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	16.5	29.5	33.1	25.9	21.8	17.7	1	57.8	39
3	5C8	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	10.7	27.5	21.8	14.2	13.3	12.7	1	61.8	39
3	6C6	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	10.2	20.3	25.4	19.3	17.4	15.7	1	61	39
3	8B8	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	12.3	30.8	33.3	29.1	25.7	24.9	1	57.2	39
4	2D10	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	8	25	23.1	18.1	11.2	11	1	64.6	39
4	3D4	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	8.2	14.6	13.2	9.9	7.3	7.7	1	56.7	39
4	4D11	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD							1		39
4	5D10	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	8.1	17.7	15.7	12.8	10.8	9.1	1	70	39
12	21B3(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	9.1	20.7	20	15.7	10.9	9.8	1	57.6	39
12	21B4(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	9.2	21	21.2	15.8	11.6	11.2	1	68.7	39
12	21B5(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	8.2	21.5	17.7	11.8	9.8	9.8	1	68.9	39
12	20(a)B6(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	9.4	25.9	21.5	14.3	11.6	11.4	1	57.5	39
12	20(a)B9(5)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	11.1	22.3	19.4	13.3	13.7	11.7	1	57.3	39
2	4B5	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	8.8	22.6	15.9	10.7	9.4	8.6	1	68.9	54
2	5B6	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	7.1	13.1	11.3	8	8.3	6.7	1	77.9	54
3	4C8	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	9.9	22.3	16.5	11.9	11.3	9.7	1		54
3	8B7	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD							1		54
3	8B11	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	9.1	10.3	8.8	7.9	7.6	9.7	1		54
4	1D9	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	10.4	20.4	15.9	11.8	9.6	8.9	1		54
4	1D11	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	10.6	23.1	23	16.7	12.7	13.4	1		54
4	2D9	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	10.6	23.4	18.3	11.6	10.4	10.8	1		54
4	3D10	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD							1		54
4	5D8	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD							1		54
4	8C9	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD	11.2	21.3	20.6	12.4	11.1	9.4	1		54
12	21B9(3)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD							1		54
12	20(a)B8(4)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	HFD							1		54
1	2A7	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	11.2	21.8	17.2	12.6	10.7	10.6	1	67	54
1	6A7	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD							1		54
2	2B11	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD							1		54
2	3B7	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	6.8	9.3	9	8.1	7.7	6.8	1	62.1	54
2	5B5	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD							1		54
2	4B6	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	8.7	16.8	13.8	8.9	7.2	6.8	1	63.1	54
3	1C9	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	8.4	17	10.1	10.3	9.6	10.1	1		54
3	4C7	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	9.1	12.9	8.9	7.8	8.1	7.1	1		54
3	5C8	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD							1		54
3	6C6	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	7.2	16.1	11.8	9.8	8.3	9.1	1		54
3	8B8	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	7.4	12.4	12.2	9.9	10.4	8.1	1		54
4	2D10	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	10.4	19.8	29.1	12.6	11.2	8.8	1		54
4	3D4	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	8.2	10.3	9.7	9.6	8.2	8.1	1		54
4	4D11	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD							1		54
4	5D10	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD	8.5	23.2	20.1	17	11.2	11.8	1		54
12	21B3(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD							1		54
12	21B4(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD							1		54
12	21B5(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD							1		54
12	20(a)B6(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD							1		54
12	20(a)B9(5)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	HFD							1		54
2	3B5	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD	7.7	18.5	15	16.4	13.9	10.1	1	56.3	54
2	4B7	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD							1		54
3	8B12	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD	8.4	20.2	13.6	10.5	10.6	8.8	1		54
3	3C8	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD	8.7	16.4	9.8	8.7	8.7	7.8	1		54
3	4C9-	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD							1		54
3	6C5	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD	4	9.2	4.5	3.6	3.3	3.4	1		54
4	5D9	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD	10.2	24.7	19.9	13.5	11.2	9.1	1		54
4	8C8	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD	13.1	26.8	22.4	14.2	11.4	11.1	1		54
12	21B8(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD							1		54
12	20(a)B7(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD							1		54
1	2A6	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD							1		54
1	2A9	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	9.3	20.6	15.2	10.9	9.9	9.7	1	66	54
1	6A6	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	10.4	16.4	20.6	19.7	15	11.9	1	66.6	54
2	2B10	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD							1		54
2	2B9	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	11.3	18.6	20.6	13.7	11.7	10.8	1	60.9	54
2	3B6	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	7.7	15.8	8.2	7.2	7.7	7.3	1	61.2	54
2	4B3	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	8.9	17.2	12.3	10.1	8.9	8.7	1	57	54
2	4B4	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	5.9	19.2	15.1	9.1	8.8	6.7	1	60.6	54
3	1C6	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	9.9	21.9	16.6	13	9.6	7.9	1		54
3	1C7	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	8.3	17.4	10.1	9.1	8.4	7.6	1		54
3	1C8	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	9.9	19.2	13.3	10.7	9.3	8	1		54
3	2C6	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	6.4	10.2	8.5	8.9	7.3	6.4	1		54
3	2C7	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD							1		54
3	3C4	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD							1		54
3	3C5	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD							1		54
3	4C11	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD							1		54
3	5C5	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD							1		54
3	5C6	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD							1		54
3	5C7	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD							1		54
3	5C9	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD							1		54
4	1D10	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	10.2	22.3	17.6	13.6	12	9.6	1		54
4	1D12	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	9.6	19.2	14.3	12.4	10.9	9.3	1		54
4	2D7	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	7.7	17.9	11.3	7.9	7.9	7.2	1		54
4	3D5	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	8.8	22	21.9	14.6	12.7	10.2	1		54
